study,endpoint,population,age,category_age,duration,category_duration,men_ratio,category_men_ratio,type_exercise,bsln,bsln_adjusted,category_bsln,N_HIIE,Mean_HIIE,SD_HIIE,N_MICT,Mean_MICT,SD_MICT,HIIE,desired_effect
Matsuo 2015,LDL,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,3.25129533678756,3.25129533678756,> 3 mmol/L,12,5.0,14.5464772367746,12,0,13.6967149346112,HIIT,decrease
Matsuo 2015,Systolic Blood Pressure,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,130.0,130.0,120 - 140 mmHg,12,1.0,5.47722557505166,12,2,8.57904423581089,HIIT,decrease
Matsuo 2015,Total Cholesterol,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,5.25906735751295,5.25906735751295,> 5.2 mmol/L,12,2.0,15.456390264224,12,4,13.6967149346112,HIIT,decrease
Matsuo 2015,Triglycerides,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,1.80225988700565,1.80225988700565,> 1.7 mmol/L,12,-28.0,36.6824208579532,12,-2,44.1859706241698,HIIT,decrease
Matsuo 2015,VO2max,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,28.45,5.58510347879032,< 30%,12,7.0,2.11660104885167,12,4.4,3.64965751817893,HIIT,increase
Mitranun 2014,BMI,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,29.5,29.5,BMI 25 - 30 kg/m²,14,-1.1,1.09087121146357,14,-0.199999999999999,1.37985506485283,HIIT,decrease
Mitranun 2014,Body Fat,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,33.15,29.5,BMI 25 - 30 kg/m²,14,-2.2,4.56574199884312,14,-2.6,4.01248052954778,HIIT,decrease
Mitranun 2014,Body Mass,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,66.15,29.5,BMI 25 - 30 kg/m²,14,-2.09999999999999,7.31587315362972,14,-0.5,6.74744396049348,HIIT,decrease
Mitranun 2014,Diastolic Blood Pressure,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,80.0,80.0,< 80 mmHg,14,2.0,6.26099033699941,14,0,4.09878030638384,HIIT,decrease
Mitranun 2014,Fasting Glucose,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,7.65,7.65,> 5.6 mmol/L,14,-1.05,46.2514864625992,14,-0.99,56.9912273951,HIIT,decrease
Mitranun 2014,Flow-mediated Dilation,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,5.1,5.1,< 6 %,14,2.0,2.17209576216151,14,1.3,3.55752723109746,HIIT,increase
Mitranun 2014,HDL,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,1.215,1.215,< 1.3 mmol/L,14,0.31,9.89949493661166,14,0.0799999999999998,9.89949493661166,HIIT,increase
Mitranun 2014,HOMA-IR,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,2.95,2.95,< 3,14,-0.6,2.77992805662305,14,-0.5,2.95803989154981,HIIT,decrease
Mitranun 2014,LDL,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,3.375,3.375,> 3 mmol/L,14,-0.73,29.9332590941915,14,-0.57,29.9332590941915,HIIT,decrease
Mitranun 2014,Systolic Blood Pressure,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,133.0,133.0,120 - 140 mmHg,14,-12.0,10.2469507659596,14,-5,9.89949493661166,HIIT,decrease
Mitranun 2014,Total Cholesterol,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,4.8,4.8,< 5.2 mmol/L,14,-0.489999999999999,36.8890227574546,14,-0.0999999999999996,30.7408522978788,HIIT,decrease
Mitranun 2014,Triglycerides,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,1.645,1.645,< 1.7 mmol/L,14,-0.2,40.1248052954778,14,-0.0599999999999998,40.1248052954778,HIIT,decrease
Mitranun 2014,VO2max,T2D,61.5,> 50 y,10,5 - 10 weeks,0.357142857142857,< 0.5,Running,24.0,12.3890604435203,< 30%,14,6.1,3.20998442363822,14,3.3,2.36643191323985,HIIT,increase
Molmen-Hansen 2011,Diastolic Blood Pressure,Overweight/obese,53.1,> 50 y,12,> 10 weeks,0.546296296296296,> 0.5,Running,95.75,95.75,> 90 mmHg,32,-8.5,6.34980314655502,27,-4,3.17175030543074,HIIT,decrease
Molmen-Hansen 2011,Flow-mediated Dilation,Overweight/obese,53.1,> 50 y,12,> 10 weeks,0.546296296296296,> 0.5,Running,6.495,6.495,> 6 %,32,4.17,2.68869856994048,27,0.61,2.77009025123731,HIIT,increase
Molmen-Hansen 2011,Systolic Blood Pressure,Overweight/obese,53.1,> 50 y,12,> 10 weeks,0.546296296296296,> 0.5,Running,157.25,157.25,> 140 mmHg,32,-13.0,6.74388612003495,27,-5,6.72681202353686,HIIT,decrease
Molmen-Hansen 2011,VO2max,Overweight/obese,53.1,> 50 y,12,> 10 weeks,0.546296296296296,> 0.5,Running,35.15,31.8416648362584,30 - 60%,32,5.2,5.58784394914532,27,1.8,3.80788655293195,HIIT,increase
Moreira 2008,BMI,Overweight/obese,40.0,30 - 50 y,12,> 10 weeks,0.36,< 0.5,Cycling,27.9,27.9,BMI 25 - 30 kg/m²,8,-0.400000000000002,2.02657346276912,8,-0.399999999999999,1.01784085199996,HIIT,decrease
Moreira 2008,Body Fat,Overweight/obese,40.0,30 - 50 y,12,> 10 weeks,0.36,< 0.5,Cycling,30.7,27.9,BMI 25 - 30 kg/m²,8,-0.600000000000001,4.11242021199196,8,-0.899999999999999,2.17048381703251,HIIT,decrease
Moreira 2008,Body Mass,Overweight/obese,40.0,30 - 50 y,12,> 10 weeks,0.36,< 0.5,Cycling,77.45,27.9,BMI 25 - 30 kg/m²,8,-1.19999999999999,7.75087091880648,8,-1.3,6.54339361493713,HIIT,decrease
Motiani 2017,BMI,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,26.15,26.15,BMI 25 - 30 kg/m²,13,-0.199999999999999,1.24881646621641,13,0,1.22361882009614,SIT,decrease
Motiani 2017,Body Fat,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,22.55,26.15,BMI 25 - 30 kg/m²,13,-1.0,2.17532234683759,13,-0.799999999999997,2.17532234683759,SIT,decrease
Motiani 2017,Fasting Glucose,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,5.6,5.6,< 5.6 mmol/L,13,-0.0999999999999996,0.181276862236466,13,-0.1,0.181276862236466,SIT,decrease
Motiani 2017,Fasting Insulin,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,38.1975,38.1975,< 40 pmol/L,13,-0.4,1.50397901265772,13,0.2,1.86489168571795,SIT,decrease
Motiani 2017,HbA1c,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,36.95,36.95,< 40 mmol/mol,13,-1.3,1.97299136385248,13,-3.1,1.95521473441514,SIT,decrease
Motiani 2017,HDL,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,1.4,1.4,> 1.3 mmol/L,13,-0.2,0.177460079782382,13,-0.0999999999999999,0.177460079782382,SIT,increase
Motiani 2017,LDL,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,3.15,3.15,> 3 mmol/L,13,-0.6,0.393347121319057,13,-0.2,0.362553724472931,SIT,decrease
Motiani 2017,Total Cholesterol,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,5.0,5.0,< 5.2 mmol/L,13,-0.7,0.407872940032048,13,-0.3,0.437825217672618,SIT,decrease
Motiani 2017,Triglycerides,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,0.99,0.99,< 1.7 mmol/L,13,-0.05,0.159413736144801,13,-0.16,0.161079903803536,SIT,decrease
Motiani 2017,VO2max,Healthy,48.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,34.2,20.5370311627476,< 30%,13,2.0,2.15413312370284,13,1,2.13000313127847,SIT,increase
Nalcakan 2014,BMI,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,25.0,25.0,BMI < 25 kg/m²,8,-0.199999999999999,1.21354851571744,7,-0.300000000000001,1.07238052947636,SIT,decrease
Nalcakan 2014,Body Fat,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,16.15,25.0,BMI < 25 kg/m²,8,-1.2,1.95966833928601,7,-0.9,1.43780388092396,SIT,decrease
Nalcakan 2014,Body Mass,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,82.75,25.0,BMI < 25 kg/m²,8,-0.5,4.2596243965871,7,-0.899999999999992,3.74721496581128,SIT,decrease
Nalcakan 2014,C-reactive Protein,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,3.83,3.83,> 2 mg/L,8,0.32,0.944499867654834,7,-1.15,2.65038487771116,SIT,decrease
Nalcakan 2014,HDL,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,1.28367875647668,1.28367875647668,< 1.3 mmol/L,8,1.5,5.80904467188883,7,-0.700000000000003,3.06724632202893,SIT,increase
Nalcakan 2014,LDL,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,2.62435233160622,2.62435233160622,< 3 mmol/L,8,7.0,15.618578680533,7,0.800000000000011,11.6419070602715,SIT,decrease
Nalcakan 2014,Total Cholesterol,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,4.4300518134715,4.4300518134715,< 5.2 mmol/L,8,-2.0,20.5001463409411,7,2,14.6412431166209,SIT,decrease
Nalcakan 2014,Triglycerides,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,1.13559322033898,1.13559322033898,< 1.7 mmol/L,8,-7.0,24.1966319970363,7,7,35.7281401698997,SIT,decrease
Nalcakan 2014,VO2max,Healthy,21.7,< 30 y,7,5 - 10 weeks,1,> 0.5,Cycling,40.35,28.6169603592811,< 30%,8,2.8,2.27837661504853,7,3.5,3.17490157327751,SIT,increase
Nie 2017,BMI,Healthy,21.0,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,26.6,26.6,BMI 25 - 30 kg/m²,16,-1.5,1.90315527480025,14,-1.7,1.58745078663876,HIIT,decrease
Nie 2017,Body Fat,Healthy,21.0,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,38.45,26.6,BMI 25 - 30 kg/m²,16,-1.90000000000001,1.34536240470737,14,-1.7,1.76493625947228,HIIT,decrease
Nie 2017,Body Mass,Healthy,21.0,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,68.6,26.6,BMI 25 - 30 kg/m²,16,-3.90000000000001,6.37463724458106,14,-4.2,5.00749438342171,HIIT,decrease
Nie 2017,VO2max,Healthy,21.0,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,29.05,9.7007296392479,< 30%,16,4.1,2.47224594245799,14,3.8,2.00149943792148,HIIT,increase
O’Leary 2018,VO2max,Healthy,27.0,< 30 y,6,5 - 10 weeks,0.8,> 0.5,Cycling,44.0,51.6218150627627,30 - 60%,10,0.28,0.401683955367899,10,0.29,0.527389798915375,HIIT,increase
Ramos 2016a,Body Fat,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,40.6,32.5,BMI > 30 kg/m²,22,-0.5,3.71483512420134,21,-0.399999999999999,4.91060077790895,HIIT,decrease
Ramos 2016a,Body Mass,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,98.5,32.5,BMI > 30 kg/m²,22,-1.0,9.31128347758783,21,-1,10.1784085199996,HIIT,decrease
Ramos 2016a,Diastolic Blood Pressure,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,85.0,85.0,80 - 90 mmHg,22,-4.0,4.72228758124704,21,-5,7.61577310586391,HIIT,decrease
Ramos 2016a,Fasting Glucose,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,6.7,6.7,> 5.6 mmol/L,22,0.1,1.58113883008419,21,-0.4,0.714842640026461,HIIT,decrease
Ramos 2016a,Fasting Insulin,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,110.0,110.0,> 40 pmol/L,22,-15.0,21.109239683134,21,-25,36.3538168560056,HIIT,decrease
Ramos 2016a,HbA1c,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,45.5,45.5,> 40 mmol/mol,22,0.199999999999996,13.9224997755432,21,-1.2,4.17324813544558,HIIT,decrease
Ramos 2016a,HDL,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,1.07,1.07,< 1.3 mmol/L,22,0.0800000000000001,0.191154387864888,21,0.0800000000000001,0.21095023109729,HIIT,increase
Ramos 2016a,HOMA-IR,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,2.15,2.15,< 3,22,-0.3,0.475394572960188,21,-0.5,0.684835746730558,HIIT,decrease
Ramos 2016a,Systolic Blood Pressure,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,130.5,130.5,120 - 140 mmHg,22,-2.0,6.32455532033676,21,-7,6.84835746730558,HIIT,decrease
Ramos 2016a,Triglycerides,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,2.015,2.015,> 1.7 mmol/L,22,-0.13,0.655164101580665,21,-0.11,0.479562300436554,HIIT,decrease
Ramos 2016a,VO2max,Metabolic Syndrome,56.5,> 50 y,16,> 10 weeks,0.63,> 0.5,Running,26.25,5.8818293352869,< 30%,22,3.6,3.86678160748703,21,0.800000000000001,3.9736632972611,HIIT,increase
Ramos 2016b,BMI,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,32.5,32.5,BMI > 30 kg/m²,15,-1.0,2.64575131106459,17,0,3.286335345031,HIIT,decrease
Ramos 2016b,Body Fat,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,39.795,32.5,BMI > 30 kg/m²,15,-1.02,3.67936407548913,17,-0.419999999999995,5.25845319461912,HIIT,decrease
Ramos 2016b,Body Mass,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,99.5,32.5,BMI > 30 kg/m²,15,-3.0,9.48683298050514,17,0,10.1784085199996,HIIT,decrease
Ramos 2016b,Diastolic Blood Pressure,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,112.5,112.5,> 90 mmHg,15,-9.0,14.5361618042728,17,-6,7.61577310586391,HIIT,decrease
Ramos 2016b,Fasting Glucose,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,6.215,6.215,> 5.6 mmol/L,15,-0.17,4.61866863933753,17,-0.369999999999999,0.443801757544965,HIIT,decrease
Ramos 2016b,HDL,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,1.15,1.15,< 1.3 mmol/L,15,0.0,0.24,17,0.03,0.190315527480025,HIIT,increase
Ramos 2016b,LDL,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,2.57,2.57,< 3 mmol/L,15,0.41,0.873063571568531,17,0.06,0.474763098818769,HIIT,decrease
Ramos 2016b,Systolic Blood Pressure,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,130.5,130.5,120 - 140 mmHg,15,-1.0,8.34266144584568,17,-9,6.6932802122726,HIIT,decrease
Ramos 2016b,Total Cholesterol,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,4.495,4.495,< 5.2 mmol/L,15,0.42,0.945219551215484,17,0,0.545747194220914,HIIT,decrease
Ramos 2016b,Triglycerides,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,1.78,1.78,> 1.7 mmol/L,15,-0.16,0.445510942626553,17,-0.02,0.527636238330917,HIIT,decrease
Ramos 2016b,VO2max,Metabolic Syndrome,56.0,> 50 y,16,> 10 weeks,0.69,> 0.5,Running,26.37,5.84039945540112,< 30%,15,4.35,4.02788778393838,17,0.799999999999997,4.01940045280388,HIIT,increase
Robinson 2015,BMI,Metabolic Syndrome,52.0,> 50 y,2,< 5 weeks,0.18,< 0.5,Cycling,32.15,32.15,BMI > 30 kg/m²,20,-0.299999999999997,3.64362456902464,19,-0.0999999999999979,2.22036033111745,HIIT,decrease
Robinson 2015,Body Mass,Metabolic Syndrome,52.0,> 50 y,2,< 5 weeks,0.18,< 0.5,Cycling,88.35,32.15,BMI > 30 kg/m²,20,-0.700000000000003,11.0951340685906,19,-1.40000000000001,11.4118359609661,HIIT,decrease
Robinson 2015,Fasting Glucose,Metabolic Syndrome,52.0,> 50 y,2,< 5 weeks,0.18,< 0.5,Cycling,5.75,5.75,> 5.6 mmol/L,20,0.1,0.63718129288296,19,-0.300000000000001,0.547722557505166,HIIT,decrease
Robinson 2015,Fasting Insulin,Metabolic Syndrome,52.0,> 50 y,2,< 5 weeks,0.18,< 0.5,Cycling,96.88275,96.88275,> 40 pmol/L,20,-0.6,6.30174578985855,19,0.800000000000001,3.1264996401727,HIIT,decrease
Robinson 2015,HOMA-IR,Metabolic Syndrome,52.0,> 50 y,2,< 5 weeks,0.18,< 0.5,Cycling,1.8,1.8,< 3,20,0.0,0.8,19,0.0999999999999999,0.380788655293195,HIIT,decrease
Robinson 2015,VO2max,Metabolic Syndrome,52.0,> 50 y,2,< 5 weeks,0.18,< 0.5,Cycling,20.5,2.7610610861624,< 30%,20,1.5,2.10713075057055,19,1.5,2.63609559765954,HIIT,increase
Rognmo 2004,Body Mass,Cardiac Rehabilitation,62.1,> 50 y,10,5 - 10 weeks,0.819444444444444,> 0.5,Running,80.05,26.8,BMI 25 - 30 kg/m²,8,-0.0999999999999943,4.20249925639494,9,-0.799999999999997,4.16713330720293,HIIT,decrease
Rognmo 2004,Diastolic Blood Pressure,Cardiac Rehabilitation,62.1,> 50 y,10,5 - 10 weeks,0.819444444444444,> 0.5,Running,75.5,75.5,< 80 mmHg,8,1.0,5.8309518948453,9,0,7.61577310586391,HIIT,decrease
Rognmo 2004,Systolic Blood Pressure,Cardiac Rehabilitation,62.1,> 50 y,10,5 - 10 weeks,0.819444444444444,> 0.5,Running,143.0,143.0,> 140 mmHg,8,-3.0,12.1243556529821,9,-1,16.2880324164707,HIIT,decrease
Rognmo 2004,VO2max,Cardiac Rehabilitation,62.1,> 50 y,10,5 - 10 weeks,0.819444444444444,> 0.5,Running,31.95,30.195173831561,30 - 60%,8,6.0,6.64875928275344,9,2.7,3.03693924865151,HIIT,increase
Sandvei 2012,BMI,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,23.4,23.4,BMI < 25 kg/m²,11,-0.199999999999999,1.22311078811365,12,-0.100000000000001,1.83303027798234,SIT,decrease
Sandvei 2012,Body Fat,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,23.8,23.4,BMI < 25 kg/m²,11,-0.199999999999999,2.54322629744189,12,-0.5,3.41525987298185,SIT,decrease
Sandvei 2012,Body Mass,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,71.2,23.4,BMI < 25 kg/m²,11,-0.400000000000006,6.20926726756064,12,-0.600000000000008,6.77318241301679,SIT,decrease
Sandvei 2012,Fasting Glucose,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,5.4,5.4,< 5.6 mmol/L,11,-0.2,0.18165902124585,12,-0.2,0.189736659610103,SIT,decrease
Sandvei 2012,Fasting Insulin,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,42.2,42.2,> 40 pmol/L,11,0.300000000000004,17.556508764558,12,-4.1,12.2909722967713,SIT,decrease
Sandvei 2012,HDL,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,1.35,1.35,> 1.3 mmol/L,11,0.0,0.18165902124585,12,-0.0999999999999999,0.189736659610103,SIT,increase
Sandvei 2012,HOMA-IR,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,0.8,0.8,< 3,11,0.0,0.419523539268061,12,-0.1,0.189736659610103,SIT,decrease
Sandvei 2012,LDL,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,2.95,2.95,< 3 mmol/L,11,-0.3,0.544977063737548,12,0,0.379473319220206,SIT,decrease
Sandvei 2012,Total Cholesterol,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,4.3,4.3,< 5.2 mmol/L,11,-0.3,0.544977063737548,12,-0.0999999999999996,0.379473319220206,SIT,decrease
Sandvei 2012,Triglycerides,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,0.79,0.79,< 1.7 mmol/L,11,-0.07,0.290086194087206,12,0.0700000000000001,0.132815661727072,SIT,decrease
Sandvei 2012,VO2max,Healthy,25.2,< 30 y,8,5 - 10 weeks,0.345,< 0.5,Running,49.4,94.3519569025775,> 60%,11,2.6,3.19499608763454,12,1.8,3.33706457833827,SIT,increase
Sawyer 2016,BMI,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,35.95,35.95,BMI > 30 kg/m²,9,0.0,3.36986646619714,9,0,1.75271218401653,HIIT,decrease
Sawyer 2016,Body Fat,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,46.15,35.95,BMI > 30 kg/m²,9,-0.800000000000004,3.07766144986742,9,-0.300000000000004,3.99837466978771,HIIT,decrease
Sawyer 2016,Body Mass,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,106.2,35.95,BMI > 30 kg/m²,9,-0.100000000000008,14.4166570327521,9,0,6.12601012078824,HIIT,decrease
Sawyer 2016,C-reactive Protein,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,2.95,2.95,> 2 mg/L,9,0.5,1.95140974682408,9,0.4,1.27200628929263,HIIT,decrease
Sawyer 2016,Fasting Glucose,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,5.1171000051171,5.1171000051171,< 5.6 mmol/L,9,-3.0,4.00599550673737,9,2.39999999999999,7.56095232097122,HIIT,decrease
Sawyer 2016,Fasting Insulin,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,20.45,20.45,< 40 pmol/L,9,-2.2,3.79367895320624,9,-2.3,3.96232255123179,HIIT,decrease
Sawyer 2016,Flow-mediated Dilation,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,5.405,5.405,< 6 %,9,3.8,3.33006906835279,9,-0.4,2.17018432396882,HIIT,increase
Sawyer 2016,HDL,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,1.07901554404145,1.07901554404145,< 1.3 mmol/L,9,1.0,4.55302097513288,9,-0.700000000000003,6.7705243519243,HIIT,increase
Sawyer 2016,HOMA-IR,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,4.65,4.65,> 3,9,-0.6,0.897217922246318,9,-0.5,0.928439551074813,HIIT,decrease
Sawyer 2016,LDL,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,2.84326424870466,2.84326424870466,< 3 mmol/L,9,4.89999999999999,18.6484315694377,9,2.60000000000001,19.9378032892292,HIIT,decrease
Sawyer 2016,Total Cholesterol,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,4.41709844559586,4.41709844559586,< 5.2 mmol/L,9,5.0,20.079790835564,9,4.80000000000001,24.6408400830816,HIIT,decrease
Sawyer 2016,Triglycerides,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,1.61581920903955,1.61581920903955,< 1.7 mmol/L,9,-3.19999999999999,34.8871896259931,9,23.6,52.2706514212325,HIIT,decrease
Sawyer 2016,VO2max,Overweight/obese,35.2,30 - 50 y,8,5 - 10 weeks,0.5,< 0.5,Cycling,21.35,0.591039997349235,< 30%,9,4.1,3.11014469116792,9,3.1,2.38117617995813,HIIT,increase
Scribbans 2014,Body Mass,Healthy,21.0,< 30 y,6,5 - 10 weeks,0.7,> 0.5,Cycling,72.5,23.0,BMI < 25 kg/m²,10,0.0,9.31128347758783,9,0,4.9295030175465,SIT,decrease
Scribbans 2014,VO2max,Healthy,21.0,< 30 y,6,5 - 10 weeks,0.7,> 0.5,Cycling,47.95,69.6506850373759,> 60%,10,6.6,3.36986646619714,9,7,4.40613209062098,SIT,increase
Shepherd 2013,BMI,Healthy,21.5,< 30 y,6,5 - 10 weeks,1,> 0.5,Cycling,23.7,23.7,BMI < 25 kg/m²,8,0.0,1.34461890511773,8,0,2.4265201420965,SIT,decrease
Shepherd 2013,Body Mass,Healthy,21.5,< 30 y,6,5 - 10 weeks,1,> 0.5,Cycling,72.95,23.7,BMI < 25 kg/m²,8,0.100000000000008,4.73286382647969,8,0,6.89927532426414,SIT,decrease
Shepherd 2013,VO2max,Healthy,21.5,< 30 y,6,5 - 10 weeks,1,> 0.5,Cycling,41.8,35.8544653342298,30 - 60%,8,3.2,3.45485166107027,8,6.5,7.46190324247105,SIT,increase
Sjöros 2018,BMI,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,30.75,30.75,BMI > 30 kg/m²,11,-0.199999999999999,1.61179764464393,10,-0.199999999999999,1.26334451004879,SIT,decrease
Sjöros 2018,Body Fat,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,34.3,30.75,BMI > 30 kg/m²,11,-1.0,2.87480576436346,10,-0.899999999999999,2.31710693164546,SIT,decrease
Sjöros 2018,Body Mass,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,90.2,30.75,BMI > 30 kg/m²,11,-0.5,6.76694755803235,10,-0.400000000000006,5.39792654293572,SIT,decrease
Sjöros 2018,Fasting Glucose,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,6.95,6.95,> 5.6 mmol/L,11,-0.0999999999999996,0.489176931905952,10,0.2,0.407555434649317,SIT,decrease
Sjöros 2018,Fasting Insulin,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,12.35,12.35,< 40 pmol/L,11,0.0999999999999996,3.79382329793753,10,0.300000000000001,3.55710849893472,SIT,decrease
Sjöros 2018,HbA1c,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,39.15,39.15,< 40 mmol/mol,11,-1.8,2.6710500565264,10,-2,2.17237998797726,SIT,decrease
